band,mean,std
snw_pc_s08,0.005093371498190267,0.61733935370889232117
snw_pc_s09,0.00874503859233541,0.73086028753166093936
snw_pc_s10,0.02040794741898484,1.2401696622804553486
snw_pc_s11,0.030137610001745377,1.625044132556844305
snw_pc_s12,0.03633841488846034,1.8142758688874835822
glc_cl_smj,0.0,1.0
glc_pc_s01,0.005652102218449617,0.6580559162783776519
glc_pc_s02,0.0038094782825966616,0.4356078838229473013
glc_pc_s03,0.0017949998972625505,0.31837571883272679002
glc_pc_s04,0.006656878090093413,0.62027783497751064694
glc_pc_s05,0.003525404854821531,0.4751105474250844938
glc_pc_s06,0.002464102138228157,0.31122809994709478294
glc_pc_s07,0.0002546034424547045,0.10650889499840371315
glc_pc_s08,5.572281023396419e-05,0.046348898191180538483
glc_pc_s09,0.0018751387081483398,0.25654480099093778284
glc_pc_s10,0.0002621998216370327,0.084682359291696237874
glc_pc_s11,0.0014054247139528582,0.20233967468544226027
glc_pc_s12,0.006851680635895976,0.58808167193860849854
glc_pc_s13,0.007683727364923676,0.6471422381959643021
glc_pc_s14,0.010336213225110524,0.8160338584107900242
glc_pc_s15,0.0013685461004475817,0.19922887744353377574
glc_pc_s16,0.009490688322271535,0.77954017732181766923
glc_pc_s17,0.0017621771065144756,0.25992736038764729107
glc_pc_s18,0.0017142805314628708,0.2518824617600420985
glc_pc_s19,0.010769810302071445,0.96334171071625833427
glc_pc_s20,0.002075609772559071,0.28913834277292383627
glc_pc_s21,0.004644829321552229,0.63975832214160705924
glc_pc_s22,0.00016774117786015006,0.067663739030184018575
glc_pc_u01,0.005805483297848828,0.660530859989451189
glc_pc_u02,0.003959741570627839,0.43150258279671769974
glc_pc_u03,0.0018740744253982115,0.3116479810904789479
glc_pc_u04,0.0069067539121067945,0.6199445283408223579
glc_pc_u05,0.003447758773602856,0.45924043177782716685
glc_pc_u06,0.0024737159001711195,0.3027964766890065511
glc_pc_u07,0.00018974428118683647,0.08832300245641092945
glc_pc_u08,5.4210785185882524e-05,0.047036116579520102354
glc_pc_u09,0.001864434351223994,0.24421150194360342477
glc_pc_u10,0.00027365448416415237,0.079003699782780708394
glc_pc_u11,0.0013947046510593055,0.19287654028240318259
glc_pc_u12,0.006919707857259909,0.56800524586356208753
glc_pc_u13,0.007906747430740494,0.63922630553585928795
glc_pc_u14,0.010659084625701528,0.81175949139713641
glc_pc_u15,0.0012143655220086865,0.17522591003448898099
glc_pc_u16,0.008335564740143136,0.7115301953440352161
glc_pc_u17,0.00129263260865147,0.2124684521155549419
glc_pc_u18,0.001682430976318621,0.23699493510587137527
glc_pc_u19,0.010764160912116802,0.9507464921494268328
glc_pc_u20,0.0014248482594037138,0.19230498669798727285
glc_pc_u21,0.004782682731935815,0.6456315095099105475
glc_pc_u22,0.00012984224113775215,0.051275080004321348533
pnv_cl_smj,0.0,1.0
pnv_pc_s01,0.0077410307564681514,0.8362999741810249789
pnv_pc_s02,0.0027814720947533797,0.47005958151547310112
pnv_pc_s03,0.0006250119248167642,0.21654971805355541498
pnv_pc_s04,0.002492831986652567,0.44925551597910229833
pnv_pc_s05,0.003049529869334332,0.51037059349683855505
pnv_pc_s06,0.005376831876329097,0.68056280304807824393
pnv_pc_s07,0.0019390067844266919,0.39773864925768183566
pnv_pc_s08,0.012839554100212982,1.0263351414501985209
pnv_pc_s09,0.00971664698649222,0.9022642321078835073
pnv_pc_s10,0.008571423012400313,0.8503242244339311629
pnv_pc_s11,0.0030010683617562157,0.48926513651889226957
pnv_pc_s12,0.006321592685971143,0.71586149897409994287
pnv_pc_s13,0.007096071561535729,0.77641384708282098337
pnv_pc_s14,0.00775437879664455,0.85033902555269169567
pnv_pc_s15,0.0017206793650096943,0.3746166767303086615
pnv_pc_u01,0.007693541078713547,0.8162392546373245267
pnv_pc_u02,0.0027637605628445206,0.44172174042788646734
pnv_pc_u03,0.0006021614639886457,0.20022588735372676838
pnv_pc_u04,0.002504372749019427,0.4295319030421984667
pnv_pc_u05,0.0030326465245282784,0.4928791061822016384
pnv_pc_u06,0.005361596374202375,0.6591676347570374011
pnv_pc_u07,0.001856793404476719,0.3711050957864125233
pnv_pc_u08,0.012690605643257467,0.98197140420892266375
pnv_pc_u09,0.009702067470973751,0.86556715408117814494
pnv_pc_u10,0.008671252043306401,0.82438832265886088707
pnv_pc_u11,0.0029923799848273237,0.46616039554204455567
pnv_pc_u12,0.006204071798899979,0.68154403483870061234
pnv_pc_u13,0.0076194684868732465,0.78114734675430280307
pnv_pc_u14,0.007433962395062325,0.82251536097129148437
pnv_pc_u15,0.0018923325889029616,0.38251224400050743487
wet_cl_smj,0.0,1.0
wet_pc_sg1,0.007488550751256664,0.650107140012417205
wet_pc_ug1,0.006003348218113491,0.54401664780056739043
wet_pc_sg2,0.005564392593371055,0.55851814359448631115
wet_pc_ug2,0.00471070025363515,0.48700687176666653815
wet_pc_s01,0.0015401492886295213,0.2479322651500701052
wet_pc_s02,0.00015269488392272612,0.07621366823155777626
wet_pc_s03,0.00023086571609156126,0.056082290026985921452
wet_pc_s04,0.0014965363296087825,0.30905169322749892526
wet_pc_s05,0.0005181231061660546,0.18737014335858542771
wet_pc_s06,0.0002489211339720269,0.11595042271514485768
wet_pc_s07,0.0002223708612700403,0.11573735757839614069
wet_pc_s08,0.0006770988560054874,0.181859415305983895
wet_pc_s09,0.0003624177845607183,0.10359479665151817851
wet_pc_u01,0.001183232534706136,0.16870625239027549428
wet_pc_u02,5.596203297938346e-05,0.033936345777043162846
wet_pc_u03,4.3420804145429025e-05,0.021714073427023970302
wet_pc_u04,0.001251411748601725,0.2687948699039891398
wet_pc_u05,0.00034379768861952063,0.1430664049022113743
wet_pc_u06,0.00020408907200945435,0.10119626214621746403
wet_pc_u07,0.00012446682788044928,0.076281929491510969464
wet_pc_u08,0.0006570773162063421,0.16924706455808886132
wet_pc_u09,0.00023580413913095266,0.06946163938735253625
for_pc_sse,0.024219002152198174,1.3486203310945946454
for_pc_use,0.02447927533265413,1.3351351007824569929
crp_pc_sse,0.008469563583680834,0.64029559893266061967
crp_pc_use,0.008140313313982258,0.60968625677834184843
pst_pc_sse,0.014655323902132627,0.9388722538911411532
pst_pc_use,0.014813076695153226,0.9275877864475136264
ire_pc_sse,0.0016019646542990873,0.23524681087907471042
ire_pc_use,0.0013305103199001546,0.20118578325437463224
gla_pc_sse,0.0007237002551362193,0.21393883501763088148
gla_pc_use,0.0006949407056153587,0.20172128275365746473
prm_pc_sse,0.018886711750461607,1.271830340869093349
prm_pc_use,0.019117831243145707,1.2663848549226393341
pac_pc_sse,0.012558554239690985,1.020114892440061794
pac_pc_use,0.01284999545939309,0.9893905224885742388
tbi_cl_smj,0.0,1.0
tec_cl_smj,0.0,1.0
fmh_cl_smj,0.0,1.0
fec_cl_smj,0.0,1.0
cly_pc_sav,-0.07039498136786868,9.03765314926786719
cly_pc_uav,-0.058919111787627924,8.340579842804258026
slt_pc_sav,-0.05908999125437098,9.067392264490980477
slt_pc_uav,-0.047766400453104305,8.374457974904102513
snd_pc_sav,-0.04682352914811595,9.116173928919215668
snd_pc_uav,-0.035253401144979664,8.429853993376049237
soc_th_sav,-0.0333068781127968,9.37527777289147743
soc_th_uav,-0.020498535190580293,8.712789683502564844
swc_pc_syr,0.04986742133699676,1.9326318994937384217
swc_pc_uyr,0.050517176012838096,1.9492724977019003781
swc_pc_s01,0.05349064170723958,2.0805676367287673535
swc_pc_s02,0.05450316376847937,2.1226606616731127062
swc_pc_s03,0.054894538264322654,2.1440325638087585783
swc_pc_s04,0.054269712553489384,2.1244717834879146563
swc_pc_s05,0.051952494017736536,2.0338626665188975036
swc_pc_s06,0.04846391092466823,1.8979326289208769171
swc_pc_s07,0.04564423707185825,1.7923388973229433444
swc_pc_s08,0.04452779125901127,1.7662250544268347558
swc_pc_s09,0.04496018641338344,1.8013955891145952029
swc_pc_s10,0.046399210279749414,1.8594730339757969936
swc_pc_s11,0.04840742281789004,1.9242434161043236287
swc_pc_s12,0.050500099140045156,1.9907213428895672118
lit_cl_smj,0.0,1.0
kar_pc_sse,0.009387030965081594,0.90384132739364797207
kar_pc_use,0.00951356665167035,0.8659597282338650591
ero_kh_sav,1.9681013159846406,171.03109329662557708
ero_kh_uav,2.087184283160075,169.52440933294649913
pop_ct_ssu,0.0009502641403263321,0.19017519319541705225
pop_ct_usu,0.07175545116143354,47.462106256730572373
ppd_pk_sav,0.036783709914554166,7.316243658292768011
ppd_pk_uav,0.032524413535417934,5.775809470631483439
urb_pc_sse,0.0012060414559014708,0.19591587142898042408
urb_pc_use,0.0009969740165099816,0.15870296478951505819
nli_ix_sav,0.21792171380137415,21.082187022974523237
nli_ix_uav,0.19012779284029457,17.971459543454092446
rdd_mk_sav,0.12601954723559067,14.943759392413612596
rdd_mk_uav,0.11557520156019334,12.975424487060374089
hft_ix_s93,0.0402229014222776,2.1372179920409896127
hft_ix_u93,0.03845211153780397,2.0056862244433040963
hft_ix_s09,0.043038809382038926,2.257919022360443575
hft_ix_u09,0.04126142928677474,2.1282549619394413554
gad_id_smj,0.0,1.0
gdp_ud_sav,3.504830879346915,201.69351433700502846
gdp_ud_ssu,14819.108700809771,4957155.9955127725675
gdp_ud_usu,865554.1767629076,527135865.97300407858
hdi_ix_sav,0.644582931853108,22.46324633928819429
